"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","apm:apmNumber","apm:apmYear","apm:beginningBatesNumber","apm:endingBatesNumber","apm:startImage","apm:endImage","apm:boxSequence","apm:documentType","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
317251,"GMD041898.pdf","GMD041898.pdf","All Participant Memos","APMs","All Participant Memos","","9609 - 1996","9609","1996","APMS-0002-1685","APMS-0002-1692","1","8","341","APMs","","GMD041898","1"
926240,"GMD041902.pdf","GMD041902.pdf","All Participant Memos","APMs","All Participant Memos","","9613 - 1996","9613","1996","APMS-0002-1734","APMS-0002-1769","1","36","345","APMs","","GMD041902","1"
175134,"GMD041904.pdf","GMD041904.pdf","All Participant Memos","APMs","All Participant Memos","","9615 - 1996","9615","1996","APMS-0002-1779","APMS-0002-1782","1","4","347","APMs","","GMD041904","1"
11266710,"GMD041914.pdf","GMD041914.pdf","All Participant Memos","APMs","All Participant Memos","","9625 - 1996","9625","1996","APMS-0002-1924","APMS-0002-2205","1","282","357","APMs","","GMD041914","1"
70645,"GMD041918.pdf","GMD041918.pdf","All Participant Memos","APMs","All Participant Memos","","9629 - 1996","9629","1996","APMS-0002-2217","APMS-0002-2218","1","2","361","APMs","","GMD041918","1"
2069236,"GMD041924.pdf","GMD041924.pdf","All Participant Memos","APMs","All Participant Memos","","1981","","1981","APMS-0003-0044","APMS-0003-0076","1","33","3","APMs","","GMD041924","1"
472099,"GMD041928.pdf","GMD041928.pdf","All Participant Memos","APMs","All Participant Memos","","1985","","1985","APMS-0003-0171","APMS-0003-0187","1","17","7","APMs","","GMD041928","1"
159360,"GMD041936.pdf","GMD041936.pdf","All Participant Memos","APMs","All Participant Memos","","91-2 - 1991","91-2","1991","APMS-0003-0830","APMS-0003-0835","1","6","15","APMs","","GMD041936","1"
20448239,"GMD041739.pdf","GMD041739.pdf","All Participant Memos","APMs","All Participant Memos","","GNMA Compliance Testinig Policies and Procedures Manual - Volume 1 of 2 - 1995","GNMA Compliance Testinig Policies and Procedures Manual - Volume 1 of 2","","APMS-0006-0001","APMS-0006-0597","1","597","579","APMs","","GMD041739","1"
7297172,"GMD041742.pdf","GMD041742.pdf","All Participant Memos","APMs","All Participant Memos","","1971","","1971","APMS-0001-0010","APMS-0001-0223","1","214","185","APMs","","GMD041742","1"
4863264,"GMD041746.pdf","GMD041746.pdf","All Participant Memos","APMs","All Participant Memos","","1975","","1975","APMS-0001-0478","APMS-0001-0601","1","124","189","APMs","","GMD041746","1"
10417215,"GMD041750.pdf","GMD041750.pdf","All Participant Memos","APMs","All Participant Memos","","1979","","1979","APMS-0001-1019","APMS-0001-1298","1","280","193","APMs","","GMD041750","1"
10492625,"GMD041754.pdf","GMD041754.pdf","All Participant Memos","APMs","All Participant Memos","","1983","","1983","APMS-0001-1836","APMS-0001-2139","1","304","197","APMs","","GMD041754","1"
983691,"GMD041758.pdf","GMD041758.pdf","All Participant Memos","APMs","All Participant Memos","","1987","","1987","APMS-0001-2957","APMS-0001-2986","1","30","201","APMs","","GMD041758","1"
22542,"GMD041762.pdf","GMD041762.pdf","All Participant Memos","APMs","All Participant Memos","","9101 - 1991","9101","1991","APMS-0002-0001","APMS-0002-0001","1","1","205","APMs","","GMD041762","1"
89102,"GMD041766.pdf","GMD041766.pdf","All Participant Memos","APMs","All Participant Memos","","9105 - 1991","9105","1991","APMS-0002-0012","APMS-0002-0014","1","3","209","APMs","","GMD041766","1"
443706,"GMD041770.pdf","GMD041770.pdf","All Participant Memos","APMs","All Participant Memos","","9109A - 1991","9109A","1991","APMS-0002-0032","APMS-0002-0043","1","12","213","APMs","","GMD041770","1"
915784,"GMD041774.pdf","GMD041774.pdf","All Participant Memos","APMs","All Participant Memos","","9112 - 1991","9112","1991","APMS-0002-0062","APMS-0002-0081","1","20","217","APMs","","GMD041774","1"
1487501,"GMD041778.pdf","GMD041778.pdf","All Participant Memos","APMs","All Participant Memos","","9116 - 1991","9116","1991","APMS-0002-0308","APMS-0002-0344","1","37","221","APMs","","GMD041778","1"
282223,"GMD041782.pdf","GMD041782.pdf","All Participant Memos","APMs","All Participant Memos","","9120 - 1991","9120","1991","APMS-0002-0357","APMS-0002-0362","1","6","225","APMs","","GMD041782","1"
48583,"GMD041786.pdf","GMD041786.pdf","All Participant Memos","APMs","All Participant Memos","","9202 - 1992","9202","1992","APMS-0002-0393","APMS-0002-0393","1","1","229","APMs","","GMD041786","1"
2120729,"GMD041790.pdf","GMD041790.pdf","All Participant Memos","APMs","All Participant Memos","","9206 - 1992","9206","1992","APMS-0002-0422","APMS-0002-0482","1","61","233","APMs","","GMD041790","1"
60591,"GMD041793.pdf","GMD041793.pdf","All Participant Memos","APMs","All Participant Memos","","9209 - 1992","9209","1992","APMS-0002-0523","APMS-0002-0524","1","2","236","APMs","","GMD041793","1"
1856629,"GMD041797.pdf","GMD041797.pdf","All Participant Memos","APMs","All Participant Memos","","9213 - 1992","9213","1992","APMS-0002-0531","APMS-0002-0588","1","58","240","APMs","","GMD041797","1"
129521,"GMD041802.pdf","GMD041802.pdf","All Participant Memos","APMs","All Participant Memos","","9218 - 1992","9218","1992","APMS-0002-0603","APMS-0002-0606","1","4","245","APMs","","GMD041802","1"
387152,"GMD041804.pdf","GMD041804.pdf","All Participant Memos","APMs","All Participant Memos","","9220 - 1992","9220","1992","APMS-0002-0623","APMS-0002-0631","1","9","247","APMs","","GMD041804","1"
3810787,"GMD041808.pdf","GMD041808.pdf","All Participant Memos","APMs","All Participant Memos","","9224 - 1992","9224","1992","APMS-0002-0659","APMS-0002-0743","1","85","251","APMs","","GMD041808","1"
96573,"GMD041812.pdf","GMD041812.pdf","All Participant Memos","APMs","All Participant Memos","","9228 - 1992","9228","1992","APMS-0002-0754","APMS-0002-0755","1","2","255","APMs","","GMD041812","1"
26991,"GMD041816.pdf","GMD041816.pdf","All Participant Memos","APMs","All Participant Memos","","9304 - 1993","9304","1993","APMS-0002-0764","APMS-0002-0764","1","1","259","APMs","","GMD041816","1"
84709,"GMD041820.pdf","GMD041820.pdf","All Participant Memos","APMs","All Participant Memos","","9308 - 1993","9308","1993","APMS-0002-0834","APMS-0002-0835","1","2","263","APMs","","GMD041820","1"
1245084,"GMD041824.pdf","GMD041824.pdf","All Participant Memos","APMs","All Participant Memos","","9312 - 1993","9312","1993","APMS-0002-0839","APMS-0002-0877","1","39","267","APMs","","GMD041824","1"
97280,"GMD041828.pdf","GMD041828.pdf","All Participant Memos","APMs","All Participant Memos","","9316 - 1993","9316","1993","APMS-0002-0895","APMS-0002-0897","1","3","271","APMs","","GMD041828","1"
26871,"GMD041832.pdf","GMD041832.pdf","All Participant Memos","APMs","All Participant Memos","","9321 - 1993","9321","1993","APMS-0002-0906","APMS-0002-0906","1","1","276","APMs","","GMD041832","1"
45770,"GMD041836.pdf","GMD041836.pdf","All Participant Memos","APMs","All Participant Memos","","9404 - 1994","9404","1994","APMS-0002-0921","APMS-0002-0921","1","1","280","APMs","","GMD041836","1"
98224,"GMD041840.pdf","GMD041840.pdf","All Participant Memos","APMs","All Participant Memos","","9408 - 1994","9408","1994","APMS-0002-0976","APMS-0002-0978","1","3","284","APMs","","GMD041840","1"
428330,"GMD041844.pdf","GMD041844.pdf","All Participant Memos","APMs","All Participant Memos","","9412 - 1994","9412","1994","APMS-0002-0984","APMS-0002-0995","1","12","288","APMs","","GMD041844","1"
440373,"GMD041848.pdf","GMD041848.pdf","All Participant Memos","APMs","All Participant Memos","","9415 - 1994","9415","1994","APMS-0002-1000","APMS-0002-1012","1","13","291","APMs","","GMD041848","1"
761057,"GMD041852.pdf","GMD041852.pdf","All Participant Memos","APMs","All Participant Memos","","9419 - 1994","9419","1994","APMS-0002-1075","APMS-0002-1088","1","15","295","APMs","","GMD041852","1"
281818,"GMD041856.pdf","GMD041856.pdf","All Participant Memos","APMs","All Participant Memos","","9423 - 1994","9423","1994","APMS-0002-1129","APMS-0002-1134","1","6","299","APMs","","GMD041856","1"
359056,"GMD041860.pdf","GMD041860.pdf","All Participant Memos","APMs","All Participant Memos","","9503 - 1995","9503","1995","APMS-0002-1150","APMS-0002-1159","1","10","303","APMs","","GMD041860","1"
36665,"GMD041864.pdf","GMD041864.pdf","All Participant Memos","APMs","All Participant Memos","","9507 - 1995","9507","1995","APMS-0002-1178","APMS-0002-1178","1","1","307","APMs","","GMD041864","1"
32661,"GMD041868.pdf","GMD041868.pdf","All Participant Memos","APMs","All Participant Memos","","9511 - 1995","9511","1995","APMS-0002-1239","APMS-0002-1239","1","1","311","APMs","","GMD041868","1"
105433,"GMD041872.pdf","GMD041872.pdf","All Participant Memos","APMs","All Participant Memos","","9515 - 1995","9515","1995","APMS-0002-1303","APMS-0002-1305","1","3","315","APMs","","GMD041872","1"
132750,"GMD041876.pdf","GMD041876.pdf","All Participant Memos","APMs","All Participant Memos","","9519 - 1995","9519","1995","APMS-0002-1380","APMS-0002-1383","1","4","319","APMs","","GMD041876","1"
152011,"GMD041880.pdf","GMD041880.pdf","All Participant Memos","APMs","All Participant Memos","","9523 - 1995","9523","1995","APMS-0002-1401","APMS-0002-1404","1","4","323","APMs","","GMD041880","1"
133652,"GMD041884.pdf","GMD041884.pdf","All Participant Memos","APMs","All Participant Memos","","9527 - 1995","9527","1995","APMS-0002-1424","APMS-0002-1426","1","3","327","APMs","","GMD041884","1"
27693,"GMD041888.pdf","GMD041888.pdf","All Participant Memos","APMs","All Participant Memos","","9531 - 1995","9531","1995","APMS-0002-1445","APMS-0002-1445","1","1","331","APMs","","GMD041888","1"
78948,"GMD041892.pdf","GMD041892.pdf","All Participant Memos","APMs","All Participant Memos","","9603 - 1996","9603","1996","APMS-0002-1469","APMS-0002-1470","1","2","335","APMs","","GMD041892","1"
272356,"GMD041896.pdf","GMD041896.pdf","All Participant Memos","APMs","All Participant Memos","","9607 - 1996","9607","1996","APMS-0002-1669","APMS-0002-1681","1","13","339","APMs","","GMD041896","1"
1091658,"GMD041900.pdf","GMD041900.pdf","All Participant Memos","APMs","All Participant Memos","","9611 - 1996","9611","1996","APMS-0002-1703","APMS-0002-1732","1","30","343","APMs","","GMD041900","1"
27045,"GMD041905.pdf","GMD041905.pdf","All Participant Memos","APMs","All Participant Memos","","9616 - 1996","9616","1996","APMS-0002-1783","APMS-0002-1783","1","1","348","APMs","","GMD041905","1"
184349,"GMD041907.pdf","GMD041907.pdf","All Participant Memos","APMs","All Participant Memos","","9618 - 1996","9618","1996","APMS-0002-1785","APMS-0002-1790","1","6","350","APMs","","GMD041907","1"
23345,"GMD041942.pdf","GMD041942.pdf","All Participant Memos","APMs","All Participant Memos","","91-8 - 1991","91-8","1991","APMS-0003-0856","APMS-0003-0856","1","1","21","APMs","","GMD041942","1"
43091,"GMD041946.pdf","GMD041946.pdf","All Participant Memos","APMs","All Participant Memos","","91-11 - 1991","91-11","1991","APMS-0003-0887","APMS-0003-0887","1","1","25","APMs","","GMD041946","1"
7767537,"GMD041950.pdf","GMD041950.pdf","All Participant Memos","APMs","All Participant Memos","","91-15 - 1991","91-15","1991","APMS-0003-0917","APMS-0003-1133","1","217","29","APMs","","GMD041950","1"
1664330,"GMD041954.pdf","GMD041954.pdf","All Participant Memos","APMs","All Participant Memos","","91-19 - 1991","91-19","1991","APMS-0003-1179","APMS-0003-1219","1","41","33","APMs","","GMD041954","1"
239884,"GMD041962.pdf","GMD041962.pdf","All Participant Memos","APMs","All Participant Memos","","92-25 - 1992","92-25","1992","APMS-0003-1322","APMS-0003-1328","1","7","41","APMs","","GMD041962","1"
598941,"GMD041966.pdf","GMD041966.pdf","All Participant Memos","APMs","All Participant Memos","","92-20 - 1992","92-20","1992","APMS-0003-1438","APMS-0003-1452","1","15","46","APMs","","GMD041966","1"
86871,"GMD041970.pdf","GMD041970.pdf","All Participant Memos","APMs","All Participant Memos","","92-16 - 1992","92-16","1992","APMS-0003-1472","APMS-0003-1473","1","2","50","APMs","","GMD041970","1"
82405,"GMD041974.pdf","GMD041974.pdf","All Participant Memos","APMs","All Participant Memos","","92-12 - 1992","92-12","1992","APMS-0003-1543","APMS-0003-1544","1","2","54","APMs","","GMD041974","1"
1358901,"GMD041978.pdf","GMD041978.pdf","All Participant Memos","APMs","All Participant Memos","","92-8 - 1992","92-8","1992","APMS-0003-1551","APMS-0003-1588","1","38","58","APMs","","GMD041978","1"
345596,"GMD041983.pdf","GMD041983.pdf","All Participant Memos","APMs","All Participant Memos","","92-3 - 1992","92-3","1992","APMS-0003-1670","APMS-0003-1680","1","11","63","APMs","","GMD041983","1"
235356,"GMD041989.pdf","GMD041989.pdf","All Participant Memos","APMs","All Participant Memos","","93-3 - 1993","93-3","1993","APMS-0003-1720","APMS-0003-1726","1","7","69","APMs","","GMD041989","1"
111189,"GMD041992.pdf","GMD041992.pdf","All Participant Memos","APMs","All Participant Memos","","93-6 - 1993","93-6","1993","APMS-0003-1795","APMS-0003-1798","1","4","72","APMs","","GMD041992","1"
66913,"GMD041995.pdf","GMD041995.pdf","All Participant Memos","APMs","All Participant Memos","","93-9 - 1993","93-9","1993","APMS-0003-1806","APMS-0003-1807","1","2","75","APMs","","GMD041995","1"
188711,"GMD041999.pdf","GMD041999.pdf","All Participant Memos","APMs","All Participant Memos","","93-13 - 1993","93-13","1993","APMS-0003-1852","APMS-0003-1857","1","6","79","APMs","","GMD041999","1"
73938,"GMD042003.pdf","GMD042003.pdf","All Participant Memos","APMs","All Participant Memos","","93-17 - 1993","93-17","1993","APMS-0003-1875","APMS-0003-1877","1","3","83","APMs","","GMD042003","1"
89891,"GMD042011.pdf","GMD042011.pdf","All Participant Memos","APMs","All Participant Memos","","94-3 - 1994","94-3","1994","APMS-0003-1907","APMS-0003-1909","1","3","91","APMs","","GMD042011","1"
236134,"GMD042015.pdf","GMD042015.pdf","All Participant Memos","APMs","All Participant Memos","","94-7 - 1994","94-7","1994","APMS-0003-1962","APMS-0003-1969","1","8","95","APMs","","GMD042015","1"
31141,"GMD042019.pdf","GMD042019.pdf","All Participant Memos","APMs","All Participant Memos","","94-11 - 1994","94-11","1994","APMS-0003-1976","APMS-0003-1976","1","1","99","APMs","","GMD042019","1"
448832,"GMD042023.pdf","GMD042023.pdf","All Participant Memos","APMs","All Participant Memos","","94-15 - 1994","94-15","1994","APMS-0003-1994","APMS-0003-2006","1","13","103","APMs","","GMD042023","1"
683457,"GMD042027.pdf","GMD042027.pdf","All Participant Memos","APMs","All Participant Memos","","94-19 - 1994","94-19","1994","APMS-0003-2069","APMS-0003-2083","1","15","107","APMs","","GMD042027","1"
69285,"GMD042031.pdf","GMD042031.pdf","All Participant Memos","APMs","All Participant Memos","","94-23 - 1994","94-23","1994","APMS-0003-2116","APMS-0003-2117","1","2","111","APMs","","GMD042031","1"
465563,"GMD042035.pdf","GMD042035.pdf","All Participant Memos","APMs","All Participant Memos","","95-2 - 1995","95-2","1995","APMS-0003-2123","APMS-0003-2136","1","14","115","APMs","","GMD042035","1"
28112,"GMD042039.pdf","GMD042039.pdf","All Participant Memos","APMs","All Participant Memos","","95-6 - 1995","95-6","1995","APMS-0003-2163","APMS-0003-2164","1","2","119","APMs","","GMD042039","1"
121939,"GMD042043.pdf","GMD042043.pdf","All Participant Memos","APMs","All Participant Memos","","95-10 - 1995","95-10","1995","APMS-0003-2226","APMS-0003-2229","1","4","123","APMs","","GMD042043","1"
31431,"GMD042046.pdf","GMD042046.pdf","All Participant Memos","APMs","All Participant Memos","","95-13 - 1995","95-13","1995","APMS-0003-2282","APMS-0003-2282","1","1","126","APMs","","GMD042046","1"
460156,"GMD042054.pdf","GMD042054.pdf","All Participant Memos","APMs","All Participant Memos","","95-21 - 1995","95-21","1995","APMS-0003-2374","APMS-0003-2386","1","13","134","APMs","","GMD042054","1"
439978,"GMD042058.pdf","GMD042058.pdf","All Participant Memos","APMs","All Participant Memos","","95-25 - 1995","95-25","1995","APMS-0003-2397","APMS-0003-2409","1","13","138","APMs","","GMD042058","1"
472240,"GMD042062.pdf","GMD042062.pdf","All Participant Memos","APMs","All Participant Memos","","95-29 - 1995","95-29","1995","APMS-0003-2468","APMS-0003-2480","1","13","142","APMs","","GMD042062","1"
335067,"GMD042067.pdf","GMD042067.pdf","All Participant Memos","APMs","All Participant Memos","","96-1 - 1996","96-1","1996","APMS-0003-2499","APMS-0003-2508","1","10","147","APMs","","GMD042067","1"
4322201,"GMD042071.pdf","GMD042071.pdf","All Participant Memos","APMs","All Participant Memos","","96-5 - 1996","96-5","1996","APMS-0003-2516","APMS-0003-2618","1","103","151","APMs","","GMD042071","1"
1379971,"GMD042077.pdf","GMD042077.pdf","All Participant Memos","APMs","All Participant Memos","","96-11 - 1996","96-11","1996","APMS-0003-2757","APMS-0003-2793","1","37","157","APMs","","GMD042077","1"
171880,"GMD042081.pdf","GMD042081.pdf","All Participant Memos","APMs","All Participant Memos","","96-15 - 1996","96-15","1996","APMS-0003-2810","APMS-0003-2813","1","4","161","APMs","","GMD042081","1"
128670,"GMD042085.pdf","GMD042085.pdf","All Participant Memos","APMs","All Participant Memos","","96-19 - 1996","96-19","1996","APMS-0003-2821","APMS-0003-2823","1","3","165","APMs","","GMD042085","1"
4395967,"GMD042089.pdf","GMD042089.pdf","All Participant Memos","APMs","All Participant Memos","","96-23 - 1996","96-23","1996","APMS-0003-2845","APMS-0003-2947","1","103","169","APMs","","GMD042089","1"
131448,"GMD042093.pdf","GMD042093.pdf","All Participant Memos","APMs","All Participant Memos","","96-27 - 1996","96-27","1996","APMS-0003-3237","APMS-0003-3239","1","3","173","APMs","","GMD042093","1"
